essay_id,persona,style,essay,feedback_original,feedback_variant,wc,sc,step_count,q_count,action_hits,flesch,clarity,actionability,cognitive_load
1,critic,raw,"School uniforms should be banned because students need freedom to express themselves, but some people think uniforms help with discipline and focus. I believe they are unfair because not everyone feels comfortable wearing the same thing and it does not always improve behaviour.","1. Clarity: The paragraph mixes two opposing views in one sentence, which makes it confusing. Instead of combining “students need freedom” and “some people think uniforms help discipline” in one sentence, separate these ideas clearly. Also, the phrase “it does not always improve behaviour” is vague—specify what “it” refers to (uniforms) and explain why.

2. Structure: The paragraph lacks a clear topic sentence and supporting details. Start with a clear topic sentence stating your main argument (e.g., “School uniforms should be banned because they restrict students’ self-expression and do not guarantee better behaviour.”). Then, add at least two sentences explaining why uniforms are unfair and ineffective, with examples or reasoning.

3. Strength of argument: The paragraph states opinions but does not provide reasons or evidence. Explain why uniforms make students uncomfortable (e.g., lack of individuality) and why they fail to improve behaviour (e.g., studies or logical reasoning). This will make your argument more convincing.

4. Suggestions for improvement: Rewrite the paragraph to have a clear topic sentence, separate opposing views into different sentences, and provide specific reasons supporting your opinion. For example, explain how uniforms limit freedom and why discipline is not necessarily improved. Adding examples or evidence will strengthen your argument.","1. Clarity: The paragraph mixes two opposing views in one sentence, which makes it confusing. Instead of combining “students need freedom” and “some people think uniforms help discipline” in one sentence, separate these ideas clearly. Also, the phrase “it does not always improve behaviour” is vague—specify what “it” refers to (uniforms) and explain why.

2. Structure: The paragraph lacks a clear topic sentence and supporting details. Start with a clear topic sentence stating your main argument (e.g., “School uniforms should be banned because they restrict students’ self-expression and do not guarantee better behaviour.”). Then, add at least two sentences explaining why uniforms are unfair and ineffective, with examples or reasoning.

3. Strength of argument: The paragraph states opinions but does not provide reasons or evidence. Explain why uniforms make students uncomfortable (e.g., lack of individuality) and why they fail to improve behaviour (e.g., studies or logical reasoning). This will make your argument more convincing.

4. Suggestions for improvement: Rewrite the paragraph to have a clear topic sentence, separate opposing views into different sentences, and provide specific reasons supporting your opinion. For example, explain how uniforms limit freedom and why discipline is not necessarily improved. Adding examples or evidence will strengthen your argument.",207,23,4,0,7,40.71880858085811,5,5,3
1,critic,short_actions,"School uniforms should be banned because students need freedom to express themselves, but some people think uniforms help with discipline and focus. I believe they are unfair because not everyone feels comfortable wearing the same thing and it does not always improve behaviour.","1. Clarity: The paragraph mixes two opposing views in one sentence, which makes it confusing. Instead of combining “students need freedom” and “some people think uniforms help discipline” in one sentence, separate these ideas clearly. Also, the phrase “it does not always improve behaviour” is vague—specify what “it” refers to (uniforms) and explain why.

2. Structure: The paragraph lacks a clear topic sentence and supporting details. Start with a clear topic sentence stating your main argument (e.g., “School uniforms should be banned because they restrict students’ self-expression and do not guarantee better behaviour.”). Then, add at least two sentences explaining why uniforms are unfair and ineffective, with examples or reasoning.

3. Strength of argument: The paragraph states opinions but does not provide reasons or evidence. Explain why uniforms make students uncomfortable (e.g., lack of individuality) and why they fail to improve behaviour (e.g., studies or logical reasoning). This will make your argument more convincing.

4. Suggestions for improvement: Rewrite the paragraph to have a clear topic sentence, separate opposing views into different sentences, and provide specific reasons supporting your opinion. For example, explain how uniforms limit freedom and why discipline is not necessarily improved. Adding examples or evidence will strengthen your argument.","- Separate opposing views into different sentences for clarity.  
- Specify what “it” refers to and explain why uniforms may not improve behaviour.  
- Start with a clear topic sentence stating your main argument.  
- Add supporting details with examples or reasons to explain why uniforms are unfair and ineffective.  
- Provide evidence or logical reasoning to strengthen your argument.",55,5,5,0,4,37.23727272727274,5,5,3
1,critic,step_by_step,"School uniforms should be banned because students need freedom to express themselves, but some people think uniforms help with discipline and focus. I believe they are unfair because not everyone feels comfortable wearing the same thing and it does not always improve behaviour.","1. Clarity: The paragraph mixes two opposing views in one sentence, which makes it confusing. Instead of combining “students need freedom” and “some people think uniforms help discipline” in one sentence, separate these ideas clearly. Also, the phrase “it does not always improve behaviour” is vague—specify what “it” refers to (uniforms) and explain why.

2. Structure: The paragraph lacks a clear topic sentence and supporting details. Start with a clear topic sentence stating your main argument (e.g., “School uniforms should be banned because they restrict students’ self-expression and do not guarantee better behaviour.”). Then, add at least two sentences explaining why uniforms are unfair and ineffective, with examples or reasoning.

3. Strength of argument: The paragraph states opinions but does not provide reasons or evidence. Explain why uniforms make students uncomfortable (e.g., lack of individuality) and why they fail to improve behaviour (e.g., studies or logical reasoning). This will make your argument more convincing.

4. Suggestions for improvement: Rewrite the paragraph to have a clear topic sentence, separate opposing views into different sentences, and provide specific reasons supporting your opinion. For example, explain how uniforms limit freedom and why discipline is not necessarily improved. Adding examples or evidence will strengthen your argument.","1. Begin your paragraph with a clear topic sentence that states your main argument against school uniforms.  
2. Separate the opposing views into different sentences to avoid confusion and improve clarity.  
3. Specify what “it” refers to when discussing behaviour, and explain why uniforms do not always improve it.  
4. Add at least two sentences that provide specific reasons or examples explaining why uniforms make students uncomfortable and fail to improve behaviour.  
5. Use logical reasoning or evidence to support your claims about the limitations of uniforms on self-expression and discipline.  
6. Revise the paragraph to ensure a clear structure with a topic sentence, separated viewpoints, and strong supporting details.",111,12,6,0,9,35.177575757575795,5,5,3
1,critic,questions_first,"School uniforms should be banned because students need freedom to express themselves, but some people think uniforms help with discipline and focus. I believe they are unfair because not everyone feels comfortable wearing the same thing and it does not always improve behaviour.","1. Clarity: The paragraph mixes two opposing views in one sentence, which makes it confusing. Instead of combining “students need freedom” and “some people think uniforms help discipline” in one sentence, separate these ideas clearly. Also, the phrase “it does not always improve behaviour” is vague—specify what “it” refers to (uniforms) and explain why.

2. Structure: The paragraph lacks a clear topic sentence and supporting details. Start with a clear topic sentence stating your main argument (e.g., “School uniforms should be banned because they restrict students’ self-expression and do not guarantee better behaviour.”). Then, add at least two sentences explaining why uniforms are unfair and ineffective, with examples or reasoning.

3. Strength of argument: The paragraph states opinions but does not provide reasons or evidence. Explain why uniforms make students uncomfortable (e.g., lack of individuality) and why they fail to improve behaviour (e.g., studies or logical reasoning). This will make your argument more convincing.

4. Suggestions for improvement: Rewrite the paragraph to have a clear topic sentence, separate opposing views into different sentences, and provide specific reasons supporting your opinion. For example, explain how uniforms limit freedom and why discipline is not necessarily improved. Adding examples or evidence will strengthen your argument.","1. How clearly have you separated your own opinion from the opposing viewpoint in your paragraph?  
2. Does your paragraph begin with a strong topic sentence that outlines your main argument?  
3. Have you provided specific reasons or examples to support why you believe school uniforms should be banned?

Actionable steps:  
1. Start your paragraph with a clear topic sentence that states your main argument about school uniforms.  
2. Separate the opposing view and your opinion into different sentences to avoid confusion.  
3. Add specific reasons or examples explaining why uniforms limit self-expression and why they may not improve behaviour, making your argument more convincing.",106,12,6,3,4,44.97000000000003,5,5,2
1,explainer,raw,"School uniforms should be banned because students need freedom to express themselves, but some people think uniforms help with discipline and focus. I believe they are unfair because not everyone feels comfortable wearing the same thing and it does not always improve behaviour.","Here is feedback you can use to improve your paragraph:

1. Clarity:
- Your main idea is clear: you believe school uniforms should be banned because they are unfair and don’t always help behavior.
- To make it clearer, try to state your opinion in one strong sentence at the beginning. For example: “I believe school uniforms should be banned because they limit students’ freedom and do not improve behavior.”
- Avoid vague phrases like “some people think” without explaining why they think that.

2. Structure:
- Your paragraph has two ideas: freedom of expression and uniforms not improving behavior. These are good points but they feel a bit mixed together.
- Try to organize your paragraph with one main idea per sentence. For example:
  - Sentence 1: State your opinion clearly.
  - Sentence 2: Explain why students need freedom to express themselves.
  - Sentence 3: Explain why uniforms do not always improve behavior.
- This will make your paragraph easier to follow.

3. Strength of argument:
- You mention uniforms help discipline and focus but don’t explain why some people think that or why you disagree.
- Add a sentence that briefly explains the other side’s view, for example: “Supporters say uniforms help students focus by reducing distractions.”
- Then explain why you disagree with evidence or examples: “However, many students feel uncomfortable and distracted when forced to wear the same clothes.”
- Adding examples or reasons makes your argument stronger.

4. Suggestions for improvement:
- Rewrite your topic sentence to clearly state your opinion.
- Separate your ideas into clear sentences.
- Add a sentence explaining the opposing view.
- Add reasons or examples to support your opinion.
- For example, you could add: “For instance, some students may feel anxious or unhappy if they cannot wear clothes that reflect their personality.”

After revising, your paragraph might look like this:

“I believe school uniforms should be banned because they limit students’ freedom to express themselves and do not always improve behavior. Students need to wear clothes that show their personality and help them feel comfortable. Supporters of uniforms say they help students focus by reducing distractions. However, many students feel uncomfortable and distracted when forced to wear the same clothes. For instance, some students may feel anxious or unhappy if they cannot wear clothes that reflect their personality.”

Try these changes and your paragraph will be clearer, better organized, and more convincing!","Here is feedback you can use to improve your paragraph:

1. Clarity:
- Your main idea is clear: you believe school uniforms should be banned because they are unfair and don’t always help behavior.
- To make it clearer, try to state your opinion in one strong sentence at the beginning. For example: “I believe school uniforms should be banned because they limit students’ freedom and do not improve behavior.”
- Avoid vague phrases like “some people think” without explaining why they think that.

2. Structure:
- Your paragraph has two ideas: freedom of expression and uniforms not improving behavior. These are good points but they feel a bit mixed together.
- Try to organize your paragraph with one main idea per sentence. For example:
  - Sentence 1: State your opinion clearly.
  - Sentence 2: Explain why students need freedom to express themselves.
  - Sentence 3: Explain why uniforms do not always improve behavior.
- This will make your paragraph easier to follow.

3. Strength of argument:
- You mention uniforms help discipline and focus but don’t explain why some people think that or why you disagree.
- Add a sentence that briefly explains the other side’s view, for example: “Supporters say uniforms help students focus by reducing distractions.”
- Then explain why you disagree with evidence or examples: “However, many students feel uncomfortable and distracted when forced to wear the same clothes.”
- Adding examples or reasons makes your argument stronger.

4. Suggestions for improvement:
- Rewrite your topic sentence to clearly state your opinion.
- Separate your ideas into clear sentences.
- Add a sentence explaining the opposing view.
- Add reasons or examples to support your opinion.
- For example, you could add: “For instance, some students may feel anxious or unhappy if they cannot wear clothes that reflect their personality.”

After revising, your paragraph might look like this:

“I believe school uniforms should be banned because they limit students’ freedom to express themselves and do not always improve behavior. Students need to wear clothes that show their personality and help them feel comfortable. Supporters of uniforms say they help students focus by reducing distractions. However, many students feel uncomfortable and distracted when forced to wear the same clothes. For instance, some students may feel anxious or unhappy if they cannot wear clothes that reflect their personality.”

Try these changes and your paragraph will be clearer, better organized, and more convincing!",389,30,22,0,23,53.589026098637504,5,5,2
1,explainer,short_actions,"School uniforms should be banned because students need freedom to express themselves, but some people think uniforms help with discipline and focus. I believe they are unfair because not everyone feels comfortable wearing the same thing and it does not always improve behaviour.","Here is feedback you can use to improve your paragraph:

1. Clarity:
- Your main idea is clear: you believe school uniforms should be banned because they are unfair and don’t always help behavior.
- To make it clearer, try to state your opinion in one strong sentence at the beginning. For example: “I believe school uniforms should be banned because they limit students’ freedom and do not improve behavior.”
- Avoid vague phrases like “some people think” without explaining why they think that.

2. Structure:
- Your paragraph has two ideas: freedom of expression and uniforms not improving behavior. These are good points but they feel a bit mixed together.
- Try to organize your paragraph with one main idea per sentence. For example:
  - Sentence 1: State your opinion clearly.
  - Sentence 2: Explain why students need freedom to express themselves.
  - Sentence 3: Explain why uniforms do not always improve behavior.
- This will make your paragraph easier to follow.

3. Strength of argument:
- You mention uniforms help discipline and focus but don’t explain why some people think that or why you disagree.
- Add a sentence that briefly explains the other side’s view, for example: “Supporters say uniforms help students focus by reducing distractions.”
- Then explain why you disagree with evidence or examples: “However, many students feel uncomfortable and distracted when forced to wear the same clothes.”
- Adding examples or reasons makes your argument stronger.

4. Suggestions for improvement:
- Rewrite your topic sentence to clearly state your opinion.
- Separate your ideas into clear sentences.
- Add a sentence explaining the opposing view.
- Add reasons or examples to support your opinion.
- For example, you could add: “For instance, some students may feel anxious or unhappy if they cannot wear clothes that reflect their personality.”

After revising, your paragraph might look like this:

“I believe school uniforms should be banned because they limit students’ freedom to express themselves and do not always improve behavior. Students need to wear clothes that show their personality and help them feel comfortable. Supporters of uniforms say they help students focus by reducing distractions. However, many students feel uncomfortable and distracted when forced to wear the same clothes. For instance, some students may feel anxious or unhappy if they cannot wear clothes that reflect their personality.”

Try these changes and your paragraph will be clearer, better organized, and more convincing!","- Rewrite your topic sentence to clearly state your opinion at the beginning.  
- Organize your paragraph with one main idea per sentence for better clarity.  
- Add a sentence explaining the opposing view to show understanding.  
- Include reasons or examples to support your opinion and strengthen your argument.  
- Avoid vague phrases like “some people think” without explanation.",55,5,5,0,7,44.928181818181855,5,5,3
1,explainer,step_by_step,"School uniforms should be banned because students need freedom to express themselves, but some people think uniforms help with discipline and focus. I believe they are unfair because not everyone feels comfortable wearing the same thing and it does not always improve behaviour.","Here is feedback you can use to improve your paragraph:

1. Clarity:
- Your main idea is clear: you believe school uniforms should be banned because they are unfair and don’t always help behavior.
- To make it clearer, try to state your opinion in one strong sentence at the beginning. For example: “I believe school uniforms should be banned because they limit students’ freedom and do not improve behavior.”
- Avoid vague phrases like “some people think” without explaining why they think that.

2. Structure:
- Your paragraph has two ideas: freedom of expression and uniforms not improving behavior. These are good points but they feel a bit mixed together.
- Try to organize your paragraph with one main idea per sentence. For example:
  - Sentence 1: State your opinion clearly.
  - Sentence 2: Explain why students need freedom to express themselves.
  - Sentence 3: Explain why uniforms do not always improve behavior.
- This will make your paragraph easier to follow.

3. Strength of argument:
- You mention uniforms help discipline and focus but don’t explain why some people think that or why you disagree.
- Add a sentence that briefly explains the other side’s view, for example: “Supporters say uniforms help students focus by reducing distractions.”
- Then explain why you disagree with evidence or examples: “However, many students feel uncomfortable and distracted when forced to wear the same clothes.”
- Adding examples or reasons makes your argument stronger.

4. Suggestions for improvement:
- Rewrite your topic sentence to clearly state your opinion.
- Separate your ideas into clear sentences.
- Add a sentence explaining the opposing view.
- Add reasons or examples to support your opinion.
- For example, you could add: “For instance, some students may feel anxious or unhappy if they cannot wear clothes that reflect their personality.”

After revising, your paragraph might look like this:

“I believe school uniforms should be banned because they limit students’ freedom to express themselves and do not always improve behavior. Students need to wear clothes that show their personality and help them feel comfortable. Supporters of uniforms say they help students focus by reducing distractions. However, many students feel uncomfortable and distracted when forced to wear the same clothes. For instance, some students may feel anxious or unhappy if they cannot wear clothes that reflect their personality.”

Try these changes and your paragraph will be clearer, better organized, and more convincing!","1. Rewrite your topic sentence to clearly state your opinion that school uniforms should be banned because they limit freedom and do not improve behavior.  
2. Separate your ideas into clear sentences by first explaining why students need freedom to express themselves.  
3. Add a sentence that explains the opposing view, such as how supporters believe uniforms help with discipline and focus.  
4. Follow this by a sentence that explains why you disagree with the opposing view, using reasons or examples.  
5. Include specific examples or reasons to support your opinion, like how some students may feel anxious or unhappy wearing the same clothes.  
6. Organize your paragraph so each sentence focuses on one main idea to make your argument clearer and easier to follow.",125,12,6,0,8,47.62196666666668,5,5,3
1,explainer,questions_first,"School uniforms should be banned because students need freedom to express themselves, but some people think uniforms help with discipline and focus. I believe they are unfair because not everyone feels comfortable wearing the same thing and it does not always improve behaviour.","Here is feedback you can use to improve your paragraph:

1. Clarity:
- Your main idea is clear: you believe school uniforms should be banned because they are unfair and don’t always help behavior.
- To make it clearer, try to state your opinion in one strong sentence at the beginning. For example: “I believe school uniforms should be banned because they limit students’ freedom and do not improve behavior.”
- Avoid vague phrases like “some people think” without explaining why they think that.

2. Structure:
- Your paragraph has two ideas: freedom of expression and uniforms not improving behavior. These are good points but they feel a bit mixed together.
- Try to organize your paragraph with one main idea per sentence. For example:
  - Sentence 1: State your opinion clearly.
  - Sentence 2: Explain why students need freedom to express themselves.
  - Sentence 3: Explain why uniforms do not always improve behavior.
- This will make your paragraph easier to follow.

3. Strength of argument:
- You mention uniforms help discipline and focus but don’t explain why some people think that or why you disagree.
- Add a sentence that briefly explains the other side’s view, for example: “Supporters say uniforms help students focus by reducing distractions.”
- Then explain why you disagree with evidence or examples: “However, many students feel uncomfortable and distracted when forced to wear the same clothes.”
- Adding examples or reasons makes your argument stronger.

4. Suggestions for improvement:
- Rewrite your topic sentence to clearly state your opinion.
- Separate your ideas into clear sentences.
- Add a sentence explaining the opposing view.
- Add reasons or examples to support your opinion.
- For example, you could add: “For instance, some students may feel anxious or unhappy if they cannot wear clothes that reflect their personality.”

After revising, your paragraph might look like this:

“I believe school uniforms should be banned because they limit students’ freedom to express themselves and do not always improve behavior. Students need to wear clothes that show their personality and help them feel comfortable. Supporters of uniforms say they help students focus by reducing distractions. However, many students feel uncomfortable and distracted when forced to wear the same clothes. For instance, some students may feel anxious or unhappy if they cannot wear clothes that reflect their personality.”

Try these changes and your paragraph will be clearer, better organized, and more convincing!","What is your main opinion about school uniforms, and how clearly have you stated it at the beginning of your paragraph?  
How have you organized your ideas—does each sentence focus on one main point to help your reader follow your argument?  
Have you explained the opposing view and given reasons or examples to support why you disagree with it?

To improve your paragraph:  
1. Rewrite your topic sentence to clearly and strongly state your opinion about banning school uniforms.  
2. Organize your paragraph so each sentence presents one idea—start with your opinion, then explain why students need freedom to express themselves, and finally why uniforms don’t always improve behavior.  
3. Include a sentence that explains the opposing view and follow it with reasons or examples that support your disagreement, making your argument more convincing.",137,9,3,3,10,49.14082089552241,5,5,3
1,supporter,raw,"School uniforms should be banned because students need freedom to express themselves, but some people think uniforms help with discipline and focus. I believe they are unfair because not everyone feels comfortable wearing the same thing and it does not always improve behaviour.","You’ve done a great job stating your opinion clearly and acknowledging the opposing view, which makes your paragraph balanced and thoughtful. Your main reasons—freedom of expression and comfort—are important and relatable points.

To improve clarity, try to make your sentences more precise. For example, instead of “not everyone feels comfortable wearing the same thing,” you could say “many students feel uncomfortable and restricted by wearing identical uniforms.” This makes your point stronger and clearer.

For structure, consider separating your ideas into two sentences: one that explains why uniforms should be banned (freedom and comfort) and another that addresses why some people support uniforms (discipline and focus). This will help your paragraph flow better.

To strengthen your argument, add a specific example or explanation of how uniforms fail to improve behavior or limit self-expression. For instance, you could mention how students express their personalities through clothing or how discomfort can distract from learning.

Here’s a quick revision suggestion:
“School uniforms should be banned because many students feel uncomfortable and restricted by wearing identical clothing, which limits their freedom to express themselves. Although some people believe uniforms help with discipline and focus, uniforms do not always improve behavior and can even distract students who feel constrained.”

Keep up the good work! With these changes, your paragraph will be clearer, better organized, and more convincing.","You’ve done a great job stating your opinion clearly and acknowledging the opposing view, which makes your paragraph balanced and thoughtful. Your main reasons—freedom of expression and comfort—are important and relatable points.

To improve clarity, try to make your sentences more precise. For example, instead of “not everyone feels comfortable wearing the same thing,” you could say “many students feel uncomfortable and restricted by wearing identical uniforms.” This makes your point stronger and clearer.

For structure, consider separating your ideas into two sentences: one that explains why uniforms should be banned (freedom and comfort) and another that addresses why some people support uniforms (discipline and focus). This will help your paragraph flow better.

To strengthen your argument, add a specific example or explanation of how uniforms fail to improve behavior or limit self-expression. For instance, you could mention how students express their personalities through clothing or how discomfort can distract from learning.

Here’s a quick revision suggestion:
“School uniforms should be banned because many students feel uncomfortable and restricted by wearing identical clothing, which limits their freedom to express themselves. Although some people believe uniforms help with discipline and focus, uniforms do not always improve behavior and can even distract students who feel constrained.”

Keep up the good work! With these changes, your paragraph will be clearer, better organized, and more convincing.",227,13,0,0,7,40.499220374220386,5,5,2
1,supporter,short_actions,"School uniforms should be banned because students need freedom to express themselves, but some people think uniforms help with discipline and focus. I believe they are unfair because not everyone feels comfortable wearing the same thing and it does not always improve behaviour.","You’ve done a great job stating your opinion clearly and acknowledging the opposing view, which makes your paragraph balanced and thoughtful. Your main reasons—freedom of expression and comfort—are important and relatable points.

To improve clarity, try to make your sentences more precise. For example, instead of “not everyone feels comfortable wearing the same thing,” you could say “many students feel uncomfortable and restricted by wearing identical uniforms.” This makes your point stronger and clearer.

For structure, consider separating your ideas into two sentences: one that explains why uniforms should be banned (freedom and comfort) and another that addresses why some people support uniforms (discipline and focus). This will help your paragraph flow better.

To strengthen your argument, add a specific example or explanation of how uniforms fail to improve behavior or limit self-expression. For instance, you could mention how students express their personalities through clothing or how discomfort can distract from learning.

Here’s a quick revision suggestion:
“School uniforms should be banned because many students feel uncomfortable and restricted by wearing identical clothing, which limits their freedom to express themselves. Although some people believe uniforms help with discipline and focus, uniforms do not always improve behavior and can even distract students who feel constrained.”

Keep up the good work! With these changes, your paragraph will be clearer, better organized, and more convincing.","- Clarify sentences by using precise language, e.g., replace vague phrases with stronger statements.  
- Separate ideas into two sentences: one for your opinion and one for the opposing view.  
- Add specific examples or explanations to support your argument about uniforms limiting expression or behavior.  
- Organize your paragraph for better flow by clearly distinguishing reasons for and against uniforms.  
- Strengthen your points by explaining how discomfort or uniform policies affect students.",70,7,5,0,5,30.866847826086996,5,5,3
